year,speaker,village,language_family,gender,education,year_of_birth,position,head_lexical_class,head_length,head,gen_lexical_class,gen_referentiality,gen_individuation,gen_length,givenness,gen,line
1949,1949_Ersi,Ersi,Turkic,m,higher,<1950,right,non_kinship,one-word,родоначальник,non_human,definite,non_sg,multi-word,other,языка,Гургуд - это родоначальник азербайджанского языка .
1949,1949_Ersi,Ersi,Turkic,m,higher,<1950,right,kinship,one-word,брат,kinship,definite,sg,one-word,hnew_ggiven,отца,Брат отца да Мизачи его зовут .
1949,1949_Ersi,Ersi,Turkic,m,higher,<1950,left,non_kinship,one-word,мужчины,non_human,definite,non_sg,multi-word,hnew_ggiven,возраста,Моего возраста эээ они смогут это .
1949,1949_Mehweb,Mehweb,Nakh-Daghestanian,m,lower,<1950,left,kinship,multi-word,двоюродный брат,kinship,definite,sg,multi-word,hnew_ggiven,матери,моей матери Аминатки двоюродный брат был председателем
1949,1949_Mehweb,Mehweb,Nakh-Daghestanian,m,lower,<1950,right,non_kinship,one-word,директор,non_human,definite,sg,one-word,hnew_ggiven,школы,Ну директор школы был Удаев Абдула .
1949,1949_Mehweb,Mehweb,Nakh-Daghestanian,m,lower,<1950,right,non_kinship,one-word,учителя,non_human,definite,sg,multi-word,other,селения,ну у меня тоже были учителя нашего селения
1949,1949_Mehweb,Mehweb,Nakh-Daghestanian,m,lower,<1950,right,kinship,one-word,сестра,kinship,definite,sg,multi-word,hnew_ggiven,отца,сестра моего отца
unknown,Darwag,Darwag,Turkic,m,lower,<1950,right,non_kinship,multi-word,винзавод,non_human,definite,sg,one-word,hnew_ggiven,Табасарана,Самый крупный винзавод Табасарана .
unknown,Darwag,Darwag,Turkic,m,lower,<1950,right,non_kinship,one-word,имя,non_human,definite,sg,multi-word,other,колхоза-совхоза,Имя колхоза совхоза - Красный октябрь .
unknown,Darwag,Darwag,Turkic,m,lower,<1950,right,non_kinship,multi-word,мельница,non_human,definite,sg,multi-word,other,района,Первый мельница Табасаранского района .
1937,1937_Jangikent,Jangikent,Turkic,m,higher,<1950,right,non_kinship,one-word,название,non_human,non_definite,sg,one-word,other,местности,Старший брат рассказывал у него эти даже были документы у них были где - то вот там название местности где покупали их предки у других чужих людей .
1940,1940_Jangikent,Jangikent,Turkic,f,higher,<1950,right,non_kinship,one-word,участок,non_human,non_definite,non_sg,one-word,other,земли,Если там [ нрзб ] участок земли несколько барашки - это богатый считал .
1940,1940_Jangikent,Jangikent,Turkic,f,higher,<1950,right,kinship,one-word,дети,human_other,non_definite,non_sg,one-word,other,фронтовиков,Там принимали детей фронтовиков .
1948,1948_Chuni,Chuni,Nakh-Daghestanian,m,lower,<1950,right,non_kinship,one-word,село,human_other,non_definite,non_sg,multi-word,other,обувщиков,Я говорю Чуни . Это село говорит знаменитых обувщиков .
1948,1948_Chuni,Chuni,Nakh-Daghestanian,m,lower,<1950,right,non_kinship,one-word,центр,non_human,non_definite,non_sg,multi-word,other,обществ,Да - да мы переме = Я же говорю здесь это т = центр тё = трёх вольных обществ даргинских .
1948,1948_Mehweb,Mehweb,Nakh-Daghestanian,m,lower,<1950,right,non_kinship,one-word,секретари,non_human,non_definite,non_sg,one-word,other,сельсоветов,Наверно это... секретари сельсоветов и так далее некоторые здесь работали они записывали как аварцев поэтому так и получилось так .
1949,1949_Mehweb,Mehweb,Nakh-Daghestanian,m,lower,<1950,left,non_kinship,one-word,учителя,non_human,non_definite,non_sg,multi-word,other,сел,В начале многие соседних сел были учителя .
unknown,Darwag,Darwag,Turkic,m,lower,<1950,right,non_kinship,one-word,стоимость,non_human,non_definite,non_sg,one-word,other,трудодня,В сорок девятом году стоимость одна трудодня говорю - двадцать копеек .
1920,1920_Khiv,Khiv,Nakh-Daghestanian,m,lower,<1950,right,non_kinship,one-word,начальник,non_human,non_definite,sg,multi-word,other,управления,Я начальник управления сельского хозяйства .
1920,1920_Khiv,Khiv,Nakh-Daghestanian,m,lower,<1950,right,non_kinship,one-word,управление,non_human,non_definite,non_sg,multi-word,other,хозяйства,Я начальник управления сельского хозяйства .
1932,1932_Jangikent,Jangikent,Turkic,m,higher,<1950,right,non_kinship,one-word,отдел,non_human,non_definite,non_sg,one-word,other,кадров,Вот это директор . Хорошо . Я обратно пошёл ти ээ {э*} отдел кадров сказал Махачкала .
1933,1933_Khiv,Khiv,Nakh-Daghestanian,f,lower,<1950,left,kinship,one-word,брат,kinship,non_definite,sg,one-word,other,брата,Ещё я знаю тот… брата дочь сестрина до … брата брат брата дочь брата сын… женились .
1933,1933_Khiv,Khiv,Nakh-Daghestanian,f,lower,<1950,left,kinship,one-word,брат,kinship,non_definite,sg,one-word,other,брата,Так брата брат сестра сестры нет это нет . Дети .
1933,1933_Khiv,Khiv,Nakh-Daghestanian,f,lower,<1950,left,kinship,one-word,дочь,kinship,non_definite,sg,one-word,other,брата,Ещё я знаю тот… брата дочь сестрина до … брата брат брата дочь брата сын… женились .
1933,1933_Khiv,Khiv,Nakh-Daghestanian,f,lower,<1950,right,non_kinship,one-word,командир,non_human,non_definite,sg,one-word,other,полка,ко командир полковник… Командир полка и офицер . Он погиб в…
1933,1933_Khiv,Khiv,Nakh-Daghestanian,f,lower,<1950,left,kinship,one-word,сын,kinship,non_definite,sg,one-word,other,брата,Ещё я знаю тот… брата дочь сестрина до … брата брат брата дочь брата сын… женились .
1933,1933_Khiv,Khiv,Nakh-Daghestanian,f,lower,<1950,right,kinship,one-word,сестра,kinship,non_definite,sg,one-word,other,сестры,Так брата брат сестра сестры нет это нет . Дети .
1936,1936_Mehweb,Mehweb,Nakh-Daghestanian,f,higher,<1950,right,non_kinship,one-word,инвалид,non_human,non_definite,non_sg,one-word,other,войны,инвалид войны
1936,1936_Mehweb,Mehweb,Nakh-Daghestanian,f,higher,<1950,right,non_kinship,one-word,уроки,non_human,non_definite,non_sg,one-word,other,математики,В этих старших классах на на уроках русского языка и математики эти классы делили .
1936,1936_Mehweb,Mehweb,Nakh-Daghestanian,f,higher,<1950,right,non_kinship,one-word,уроки,non_human,non_definite,non_sg,multi-word,other,языка,В этих старших классах на на уроках русского языка и математики эти классы делили .
1936,1936_Shangoda,Shangoda,Nakh-Daghestanian,m,lower,<1950,right,non_kinship,one-word,дефицит,human_other,non_definite,non_sg,one-word,other,женщин,Дефицит женщин было .
1937,1937_Durangi,Durangi,Nakh-Daghestanian,m,lower,<1950,right,non_kinship,one-word,министр,non_human,non_definite,non_sg,one-word,other,образования,У нас и министры были . У нас министр образования из . . в Дагестане от наших Дуранги .
1937,1937_Durangi,Durangi,Nakh-Daghestanian,m,lower,<1950,right,non_kinship,one-word,роль,non_human,non_definite,sg,one-word,other,комбайна,Это комба = роль комбайна выполняло .
1937,1937_Jangikent,Jangikent,Turkic,m,higher,<1950,right,non_kinship,one-word,директор,non_human,non_definite,sg,one-word,other,школы,Вот я работал директором школы долго… Мне тоже надо было старые учителя были фронтовики .
1937,1937_Jangikent,Jangikent,Turkic,m,higher,<1950,right,non_kinship,one-word,долг,non_human,non_definite,non_sg,one-word,other,службы,Отдельные даргин… Это кумыки которые приходил вот по долгу службы среди них работать вот чабанам ездить горы понимаете ?
1937,1937_Jangikent,Jangikent,Turkic,m,higher,<1950,right,non_kinship,one-word,министр,non_human,non_definite,non_sg,one-word,other,финансов,Министр финансов потом…
1937,1937_Jangikent,Jangikent,Turkic,m,higher,<1950,right,non_kinship,multi-word,представители,non_human,non_definite,non_sg,one-word,other,религии…,Вот сейчас же говорят об этом раньше как бы к делу относили различные представители религии…
1937,1937_Jangikent,Jangikent,Turkic,m,higher,<1950,right,non_kinship,multi-word,пункт,non_human,non_definite,non_sg,one-word,other,ликвидации,Вот этом пункте ликвидации неграмотных ликпункты называют ликпункты [ нрзб ] .
1937,1937_Jangikent,Jangikent,Turkic,m,higher,<1950,right,non_kinship,one-word,семидесятилетие,non_human,non_definite,non_sg,one-word,other,образования,Вот построить здание… Фактически это была семидесятилетие образования образования до этого была восемьдесят - девяносто лет было то время говорят .
1937,1937_Jangikent,Jangikent,Turkic,m,higher,<1950,right,non_kinship,one-word,территория,human_other,non_definite,non_sg,one-word,other,кумыков,Да это территория кумыков были исконно кумыкская земля .
1937,1937_Jangikent,Jangikent,Turkic,m,higher,<1950,right,kinship,one-word,дети,non_human,non_definite,non_sg,multi-word,hnew_ggiven,брака,Вот дети рождённые от этой женщины которые родила она они считаются детьми неравного брака .
1937,1937_Jangikent,Jangikent,Turkic,m,higher,<1950,left,non_kinship,one-word,князь,human_other,non_definite,non_sg,one-word,other,кумыков,И это кумыков князь не бывает бий называют .
1938,1938_Dubek,Dubek,Nakh-Daghestanian,m,lower,<1950,right,non_kinship,one-word,глава,non_human,non_definite,sg,one-word,other,администрации,три раза как глава администрации пошёл .
1938,1938_Dubek,Dubek,Nakh-Daghestanian,m,lower,<1950,right,non_kinship,one-word,директор,non_human,non_definite,sg,one-word,other,школы,Сын стал директором школы он говорит
1938,1938_Dubek,Dubek,Nakh-Daghestanian,m,lower,<1950,right,non_kinship,multi-word,зам,human_other,non_definite,sg,one-word,other,председателя,первый зам был председателя
1938,1938_Dubek,Dubek,Nakh-Daghestanian,m,lower,<1950,right,non_kinship,multi-word,круг,non_human,non_definite,non_sg,one-word,hnew_ggiven,учения,Такой расширенный круг сделали они значит учения .
1938,1938_Dubek,Dubek,Nakh-Daghestanian,m,lower,<1950,right,non_kinship,one-word,член,non_human,non_definite,sg,one-word,other,правления,член правления был
1940,1940_Archib,Archib,Nakh-Daghestanian,m,higher,<1950,right,non_kinship,one-word,бригады,non_human,non_definite,non_sg,multi-word,other,труда,Вот как раз вот эта семилетка вот в это время . Вот были же бригады коммунистического труда вот в это время . Это в 65 - х годах . В 65 - х годах наверное так в 64 - м или 65 - м году вот эта восьмилетка . Всеобщее восьмилетнее образование . Такой же закон в государстве был вот в это время в Арчибе тоже восьмилетка .
1940,1940_Archib,Archib,Nakh-Daghestanian,m,higher,<1950,right,non_kinship,one-word,диплом,non_human,non_definite,sg,one-word,other,академика,Тогда когда я получил вот этот аттестат зрелости это удивлялись тогда это - диплом академика ( на ) таком уровне этот аттестат был .
1940,1940_Archib,Archib,Nakh-Daghestanian,m,higher,<1950,right,non_kinship,one-word,должность,non_human,non_definite,sg,multi-word,other,вожатого,Не нет не в Цурибе в Цурибе предлагали направление было в Цуриб они предлагали мне хорошую нагрузку тоже давали должность старшего вожатого и 14 – 15 часов истории тоже давали .
1940,1940_Archib,Archib,Nakh-Daghestanian,m,higher,<1950,right,non_kinship,one-word,завуч,non_human,non_definite,sg,one-word,other,школы,который . . . завучем школы работал ?
1940,1940_Archib,Archib,Nakh-Daghestanian,m,higher,<1950,right,non_kinship,one-word,заместитель,non_human,non_definite,sg,one-word,other,колхоза,Они жили конечно . . . были маленькие такие должности например зав складом бригадиром заместителем колхоза он работал потом завмагом вот такие должности они имели .
1940,1940_Archib,Archib,Nakh-Daghestanian,m,higher,<1950,right,non_kinship,one-word,отделение,non_human,non_definite,non_sg,one-word,other,ревматологии,Он . . . в Махачкале живет зав отделением ревматологии .
1940,1940_Archib,Archib,Nakh-Daghestanian,m,higher,<1950,right,non_kinship,one-word,председатель,non_human,non_definite,sg,one-word,other,колхоза,В администрации лакцы потом в 60 - е годы был один председателем колхоза работал из Шалиба . Еще кто лакец . . .
1940,1940_Archib,Archib,Nakh-Daghestanian,m,higher,<1950,right,non_kinship,one-word,председатель,non_human,non_definite,sg,one-word,other,сельсовета,Из Качалиба . Он председателем сельсовета работал одно время парторгом работал .
1940,1940_Archib,Archib,Nakh-Daghestanian,m,higher,<1950,right,non_kinship,one-word,председатель,non_human,non_definite,sg,one-word,other,сельсовета,Эти партийцы . . . Эта . . . а там она умерла из Хилиха была долгое время женщина председателем сельсовета она работала .
1940,1940_Archib,Archib,Nakh-Daghestanian,m,higher,<1950,right,non_kinship,one-word,председатель,non_human,non_definite,sg,one-word,other,сельсовета,Двое это Абдулы мать тоже работала председателем сельсовета есть же наш глава местной администрации ее мать тоже работала одно время
1940,1940_Tsukhta,Tsukhta,Nakh-Daghestanian,m,higher,<1950,right,non_kinship,one-word,министр,non_human,non_definite,non_sg,one-word,other,просвещения,С восемьдесят второго года до этого тоже я завучем директор болел тоже исполнял но приказ министра просвещения Огюдоллы ( ? ) с пятнадцатого сентября или с пятнадцатого августа восемьдесят второго года .
1940,1940_Tsukhta,Tsukhta,Nakh-Daghestanian,m,higher,<1950,right,non_kinship,one-word,начало,non_human,non_definite,non_sg,one-word,other,сезона,Теперь будут сажать потому что морковка у нас как плохая родилась в начале сезона морковка у нас морковка не идёт плохо берут .
1940,1940_Tsukhta,Tsukhta,Nakh-Daghestanian,m,higher,<1950,right,non_kinship,one-word,председатель,non_human,non_definite,sg,one-word,other,колхоза,По - цудахарски говорить председатель колхоза у нашего селения был цудахарская жена у него .
1940,1940_Tsukhta,Tsukhta,Nakh-Daghestanian,m,higher,<1950,right,non_kinship,one-word,родина,non_human,non_definite,non_sg,one-word,other,абрикосов,Сейчас родина абрикосов - это Киргибиль .
1940,1940_Tsukhta,Tsukhta,Nakh-Daghestanian,m,higher,<1950,left,non_kinship,one-word,звание,human_other,non_definite,sg,one-word,other,ефрейтора,Все отличные отметки были когда курс молодого бойца проходили . А по химии по химзащите тройка была . Но там мне сразу ефрейтора звание дали .
1940,1940_Jangikent,Jangikent,Turkic,f,higher,<1950,right,non_kinship,one-word,интернат,human_other,non_definite,non_sg,one-word,other,горянок,Интернат горянок был у нас
1940,1940_Jangikent,Jangikent,Turkic,f,higher,<1950,right,non_kinship,one-word,интернат,human_other,non_definite,non_sg,one-word,other,горянок,интернат горянок был .
1940,1940_Jangikent,Jangikent,Turkic,f,higher,<1950,right,non_kinship,multi-word,интернат,human_other,non_definite,non_sg,one-word,other,горянок,Так называемый интернат горянок .
1940,1940_Jangikent,Jangikent,Turkic,f,higher,<1950,right,non_kinship,one-word,учительница,non_human,non_definite,non_sg,one-word,other,математики,А моя дочка Мадина она учительница математики .
1940,1940_Jangikent,Jangikent,Turkic,f,higher,<1950,right,kinship,one-word,сын,human_other,non_definite,sg,one-word,other,кулака,Ну вот это жаловались люди что сын кулака работает таких местах .
1942,1942_Ubeki,Ubeki,Nakh-Daghestanian,m,higher,<1950,right,non_kinship,one-word,язык,non_human,non_definite,non_sg,multi-word,other,общения,Сейчас русский язык стал как языком межнационального общения .
1946,1946_Archib,Archib,Nakh-Daghestanian,f,higher,<1950,right,non_kinship,one-word,возраст,non_human,non_definite,non_sg,one-word,other,учебы,в возрасте учебы когда была когда здесь восемь классов окончила я
1946,1946_Archib,Archib,Nakh-Daghestanian,f,higher,<1950,right,non_kinship,one-word,интернат,human_other,non_definite,non_sg,one-word,hnew_ggiven,горянок,называлось интернат горянок .
1946,1946_Archib,Archib,Nakh-Daghestanian,f,higher,<1950,right,non_kinship,one-word,интернат,human_other,non_definite,non_sg,one-word,other,горянок,Школа интернат горянок
1946,1946_Archib,Archib,Nakh-Daghestanian,f,higher,<1950,right,non_kinship,one-word,культура,non_human,non_definite,non_sg,one-word,other,быта,Изменением . . . Сейчас культура быта изменилась немножко . Люди сознательные стали .
1946,1946_Archib,Archib,Nakh-Daghestanian,f,higher,<1950,right,non_kinship,one-word,председатель,non_human,non_definite,sg,one-word,other,колхоза,вот мой отец тоже тогда председателем колхоза работал конечно
1946,1946_Archib,Archib,Nakh-Daghestanian,f,higher,<1950,right,non_kinship,one-word,председатель,non_human,non_definite,sg,one-word,other,колхоза,Муж председатель колхоза он сельхозинститут окончил
1946,1946_Archib,Archib,Nakh-Daghestanian,f,higher,<1950,right,non_kinship,one-word,председатель,non_human,non_definite,sg,one-word,other,колхоза,После этого вернулся и стал председателем колхоза на маму женился развелся с женой - полюбил маму
1946,1946_Archib,Archib,Nakh-Daghestanian,f,higher,<1950,right,non_kinship,multi-word,председатель,non_human,non_definite,sg,one-word,other,колхоза,у этого председателя колхоза .
1946,1946_Archib,Archib,Nakh-Daghestanian,f,higher,<1950,right,non_kinship,one-word,представление,non_human,non_definite,sg,one-word,other,колхоза,не представление колхоза не имели они
1946,1946_Archib,Archib,Nakh-Daghestanian,f,higher,<1950,right,non_kinship,one-word,учительница,non_human,non_definite,non_sg,multi-word,other,классов,учительница начальных классов она была
1946,1946_Archib,Archib,Nakh-Daghestanian,f,higher,<1950,left,non_kinship,one-word,человек,non_human,non_definite,sg,multi-word,other,лица,такого грубоватого лица человек был .
1947,1947_Itsari,Itsari,Nakh-Daghestanian,f,lower,<1950,right,non_kinship,one-word,талант,human_other,non_definite,sg,one-word,hnew_ggiven,педагога,одни говорили учителя она из неё выйдет она врождённый у неё талант есть педагога учителя отправьте
1947,1947_Itsari,Itsari,Nakh-Daghestanian,f,lower,<1950,right,non_kinship,one-word,уроки,non_human,non_definite,non_sg,one-word,other,математики,У нас даже уроки математики все уроки с первого класса на русском
1947,1947_Itsari,Itsari,Nakh-Daghestanian,f,lower,<1950,right,non_kinship,one-word,учительница,non_human,non_definite,non_sg,multi-word,other,классов,Я лично преподаю родной язык преподавала в старших классах Хотя я учительница начальных классов начала я всегда работаю в старших классах
1947,1947_Itsari,Itsari,Nakh-Daghestanian,f,lower,<1950,left,non_kinship,one-word,даргинцы,non_human,non_definite,sg,multi-word,other,селения,Я любого селения род{безраб%} даргинцев язык знаю
1947,1947_Itsari,Itsari,Nakh-Daghestanian,f,lower,<1950,left,non_kinship,one-word,язык,human_other,non_definite,non_sg,one-word,other,даргинцев,Я любого селения род{безраб%} даргинцев язык знаю
1948,1948_Chuni,Chuni,Nakh-Daghestanian,m,lower,<1950,right,non_kinship,one-word,закон,non_human,non_definite,non_sg,multi-word,other,брачной ночи,Даже закон первой барщины вообще . . . Это же прям . . . Начиная до самого Куба . . .
1948,1948_Chuni,Chuni,Nakh-Daghestanian,m,lower,<1950,right,non_kinship,one-word,источники,non_human,non_definite,non_sg,one-word,other,воды,Да у нас источников было да воды да да .
1948,1948_Chuni,Chuni,Nakh-Daghestanian,m,lower,<1950,right,non_kinship,one-word,конец,non_human,non_definite,non_sg,one-word,hnew_ggiven,марта,Где - то в конце марта уже там трава бывает .
1948,1948_Chuni,Chuni,Nakh-Daghestanian,m,lower,<1950,right,non_kinship,one-word,конец,non_human,non_definite,non_sg,one-word,other,мая,Это уже наверное где - то в . . . Ма = конце мая в июне наверное в это время возвращались . . .
1948,1948_Chuni,Chuni,Nakh-Daghestanian,m,lower,<1950,right,non_kinship,one-word,председатель,non_human,non_definite,sg,one-word,other,сельсовета,Ну когда я сюда председатель сельсовета отправили меня сюда с райкома . . .
1948,1948_Chuni,Chuni,Nakh-Daghestanian,m,lower,<1950,right,non_kinship,one-word,психология,human_other,non_definite,sg,one-word,hnew_ggiven,дагестанца,Вот это . . . Вот психология вот дагестанца вот такая .
1948,1948_Mehweb,Mehweb,Nakh-Daghestanian,m,lower,<1950,right,non_kinship,one-word,заместитель,human_other,non_definite,sg,one-word,other,директора,Тогда я завдиректором был по воспитательным по внеклассной работе . Заместителем директора я работал тогда .
1948,1948_Mehweb,Mehweb,Nakh-Daghestanian,m,lower,<1950,right,non_kinship,one-word,министерство,non_human,non_definite,non_sg,one-word,other,образования,Если есть эти отчёты статистические отчёты же мы отправляем туда в министерство образования . Там могут быть
1948,1948_Mehweb,Mehweb,Nakh-Daghestanian,m,lower,<1950,right,non_kinship,one-word,министерство,non_human,non_definite,non_sg,one-word,other,образования,Ну это если есть в этом в архивах министерства образования .
1948,1948_Mehweb,Mehweb,Nakh-Daghestanian,m,lower,<1950,right,non_kinship,one-word,начальник,non_human,non_definite,sg,multi-word,other,управления,Вот . Меня например тоже приглашали начальником управления образованием я не пошёл я на это не захотел .
1948,1948_Mehweb,Mehweb,Nakh-Daghestanian,m,lower,<1950,right,non_kinship,one-word,пункты,non_human,non_definite,non_sg,multi-word,other,ликвидации,Ну вот это самое пункты ликвидации безграмотности ликбезы . Вот в них училась она .
1948,1948_Mehweb,Mehweb,Nakh-Daghestanian,m,lower,<1950,right,non_kinship,multi-word,секретари,non_human,non_definite,sg,one-word,other,райкома,Так двое из нашего селения были первыми секретарями райкома
1948,1948_Mehweb,Mehweb,Nakh-Daghestanian,m,lower,<1950,right,non_kinship,one-word,сигнал,non_human,non_definite,sg,one-word,other,телевизора,Не не очень хорошо но мой дом расположен там на самом верху вот только у меня там ловили это самое сигнал телевизора у меня только там работал он .
1949,1949_Ersi,Ersi,Turkic,m,higher,<1950,right,non_kinship,multi-word,группа,non_human,non_definite,non_sg,one-word,hnew_ggiven,языков,вот тюркс = тюркская группа языков или турецкий язык
1949,1949_Ersi,Ersi,Turkic,m,higher,<1950,right,non_kinship,multi-word,группа,non_human,non_definite,non_sg,one-word,hnew_ggiven,языков,Потому что тюркская группа языков - это общий язык там для . . .
1949,1949_Ersi,Ersi,Turkic,m,higher,<1950,right,non_kinship,one-word,председатель,non_human,non_definite,sg,one-word,other,сельисполкома,В Зиле я ээ сначала работал здесь председателем сельисполкома .
1949,1949_Ersi,Ersi,Turkic,m,higher,<1950,right,non_kinship,one-word,председатель,non_human,non_definite,sg,one-word,other,сельисполкома,Я председателем сельисполкома работал .
1949,1949_Ersi,Ersi,Turkic,m,higher,<1950,right,non_kinship,multi-word,сорт,non_human,non_definite,non_sg,one-word,hnew_ggiven,хлеба,ммм вот такие сорта хлеба .
1949,1949_Ersi,Ersi,Turkic,m,higher,<1950,right,non_kinship,multi-word,сорт,non_human,non_definite,non_sg,one-word,hnew_ggiven,хлеба,ээ о другом сорте хлеба .
1949,1949_Mehweb,Mehweb,Nakh-Daghestanian,m,lower,<1950,right,non_kinship,one-word,берег,non_human,non_definite,sg,one-word,other,моря,это берег моря
1949,1949_Mehweb,Mehweb,Nakh-Daghestanian,m,lower,<1950,right,non_kinship,one-word,дорога,non_human,non_definite,non_sg,one-word,other,машин,дорога была . . . машин
1949,1949_Mehweb,Mehweb,Nakh-Daghestanian,m,lower,<1950,right,non_kinship,multi-word,мужик,non_human,non_definite,non_sg,multi-word,other,старой закалки,сильнейший мужик старой закалки
1949,1949_Mehweb,Mehweb,Nakh-Daghestanian,m,lower,<1950,right,non_kinship,one-word,мясо,non_human,non_definite,sg,one-word,other,овцы,"мясо овцы, зерно"
unknown,Darwag,Darwag,Turkic,m,lower,<1950,right,non_kinship,one-word,безграмотность,human_other,non_definite,non_sg,multi-word,other,женщин-мужчин,Ликбез был ликвидация безграмотности женщин мужчин
unknown,Darwag,Darwag,Turkic,m,lower,<1950,right,non_kinship,multi-word,воспитательница,non_human,non_definite,sg,one-word,other,детсада,Вот эту воспитательницу детсада .
unknown,Darwag,Darwag,Turkic,m,lower,<1950,right,non_kinship,multi-word,селения,human_other,non_definite,non_sg,one-word,other,азербайджанцев,Там восемь селений азербайджанцев проживают здесь .
1950,1950_Kina,Kina,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,администрация,non_human,definite,sg,multi-word,hnew_ggiven,селенья,по двух тысячи десятый год работал главой администрации селенья Кина .
1950,1950_Kina,Kina,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,глава,non_human,definite,sg,one-word,other,администрации,[ нрзб ] Главой администрации [ нрзб ] .
1950,1950_Kina,Kina,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,глава,non_human,definite,sg,one-word,other,администрации,по двух тысячи десятый год работал главой администрации селенья Кина .
1950,1950_Kina,Kina,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,глава,non_human,definite,sg,one-word,other,администрации,Главы администрации каждый месяц
1950,1950_Kina,Kina,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,депутат,non_human,definite,sg,one-word,other,республики,Я трубы выбил главы . Ему брату нужно было голос там депутатом республики стать .
1950,1950_Kina,Kina,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,депутат,non_human,definite,sg,multi-word,other,собрания,Я когда депутатом районного собрания был
1950,1950_Kina,Kina,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,завуч,non_human,definite,sg,multi-word,other,школы,Работал завучем Кинейской средней школы .
1950,1950_Kina,Kina,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,multi-word,завуч-организатор,non_human,definite,sg,multi-word,other,школы,Обратно перешел работал завучем - организатором Кинейской средней школы .
1950,1950_Kina,Kina,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,конец,non_human,definite,non_sg,multi-word,other,годов,Это где - то в конце пятидесятых годов здесь в Рутуле вот это открыли .
1950,1950_Kina,Kina,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,начало,non_human,definite,non_sg,one-word,other,апреля,Когда вот конце марта - начале апреля когда снег растаялся в горах
1950,1950_Kina,Kina,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,начало,non_human,definite,non_sg,multi-word,hnew_ggiven,годов,Кочевать уже . . . Семидесятые годы . В начале семидесятых годов .
1950,1950_Kina,Kina,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,председатель,non_human,definite,sg,one-word,other,колхоза,Тогда вот во время войны председатель колхоза был Ибрагим Ибраам его звали .
1950,1950_Kina,Kina,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,председатель,non_human,definite,sg,multi-word,other,совета,После этого избрали меня председателем сельского совета .
1950,1950_Kina,Kina,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,центр,non_human,definite,sg,one-word,hnew_ggiven,селения,Отсюда ходили вот там в центре селения вы были наверное это тоже
1950,1950_Mallakent,Mallakent,Nakh-Daghestanian,m,higher,≥1950,left,kinship,one-word,брат,kinship,definite,sg,one-word,hnew_ggiven,отца,Здесь отца брат этот был… мастер колёса делал . На арбу они приезжали там заказывали уходили там общались . До революции ещё .
1950,1950_Mallakent,Mallakent,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,multi-word,бригадир,non_human,definite,sg,one-word,other,пасеки,Ну здесь учёт знал всё даже колхозным бригадиром пасеки был он все записи вёл на латинском языке . Большинство записей .
1950,1950_Mallakent,Mallakent,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,multi-word,курс,non_human,definite,sg,one-word,hnew_ggiven,биофака,Да университет поступил биологический факультет поступил . Окончил пятый курс биофака и обратно ээ{э*} здесь назначили директором совхоза . Уже муниципальное хозяйство сделали колхоз убрали муниципальное хозяйство сделали директором совхоза назначили до этого один год вот во время этих сессий учителем работал один год в школе здесь .
1950,1950_Mallakent,Mallakent,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,one-word,председатель,non_human,definite,sg,one-word,other,колхоза,собрались здесь собрание и здесь выбрали председателем колхоза .
1950,1950_Mallakent,Mallakent,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,multi-word,род,non_human,definite,sg,one-word,hnew_ggiven,Янгикента,Вот самый большой род это Янгикента Абдуллаевы вот они жили здесь .
1950,1950_Mallakent,Mallakent,Nakh-Daghestanian,m,higher,≥1950,right,non_kinship,multi-word,старик,non_human,definite,sg,one-word,hnew_ggiven,Янгикента,Абдуллаев Амат старший был Абдуллаев до сих пор там самый старик наверно Янгикента Абдуллаев Изамутдин Абдуллаев
1952,1952_Chuni,Chuni,Nakh-Daghestanian,m,higher,≥1950,left,kinship,one-word,дедушка,proper_human,definite,sg,one-word,hnew_ggiven,Эльмиры,"Он . . . вот как раз её тоже он дедушка, Эльмиры тоже дедушка Азизов Магомед…"
1952,1952_Chuni,Chuni,Nakh-Daghestanian,m,higher,≥1950,left,kinship,one-word,сестра,human_other,definite,sg,multi-word,other,товарища,С ним по - русски говорю оказалось его хозяйка его хозяйка - моего товарища сестра [ нрзб ] .
